학교ID,학교명,학교급구분,설립일자_x,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드_x,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명,시도교육청코드_y,행정표준코드,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자_y,개교기념일,수정일자,급식메뉴
B000010328,김제중학교,중학교,1947-11-29,공립,본교,운영,전북특별자치도 김제시 신풍동 215-1,전북특별자치도 김제시 중앙로 274,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2013-11-29,2023-11-15,35.79376151,126.8995867,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8382082,Gimje Middle School,중학교,전북특별자치도,전북특별자치도김제교육지원청,공립,54402.0,전북특별자치도 김제시 중앙로 274,김제중학교,063-546-1232,http://www.gimje.ms.kr,남,063-547-1049,  ,N,해당없음,,전기,주간,19471129,19471129,20230615,타지역메뉴정보없음
B000003303,선운초등학교,초등학교,2012-03-01,공립,본교,운영,광주광역시 광산구 선암동 558,광주광역시 광산구 선운중앙로 11,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2023-11-15,35.14942637,126.7749535,2024-03-22,C738100,청주대학교 지방교육재정연구원,F10,7401366,Seonun elementary school,초등학교,광주광역시,광주광역시서부교육지원청,공립,62401.0,광주광역시 광산구 선운중앙로 11,/ 선운초등학교 (선암동),062-717-9300,http://seonun.gen.es.kr,남여공학,062-717-9309,,N,일반계,,전기,주간,20111229,20120501,20230615,타지역메뉴정보없음
B000011168,양산중앙중학교,중학교,2002-03-01,공립,본교,운영,경상남도 양산시 남부동 556-1,경상남도 양산시 양주로 21,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2023-11-15,35.33259109,129.0259921,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9151042,,중학교,경상남도,양산교육지원청,공립,50630.0,경상남도 양산시 양주로 21,(남부동),055-386-9906,ysja-m.gne.go.kr,남여공학,055-386-9924,  ,N,해당없음,,전기,주간,20020103,20020515,20230615,타지역메뉴정보없음
B000024109,대덕초등학교도룡분교장,초등학교,2010-03-01,공립,분교,운영,대전광역시 유성구 도룡동 4,대전광역시 유성구 엑스포로97번길 100,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2023-11-15,36.37875664,127.3914507,2024-03-22,C738100,청주대학교 지방교육재정연구원,G10,7451064,Daedeok Elementary School Doryong Branch,초등학교,대전광역시,대전광역시서부교육지원청,공립,34125.0,대전광역시 유성구 엑스포로97번길 100,(도룡동),042-864-0004,http://daedeokes.djsch.kr,남여공학,042-864-4976,  ,N,해당없음,,전기,주간,20100301,20100301,20230615,타지역메뉴정보없음
B000005710,차동초등학교,초등학교,1959-05-10,공립,본교,운영,충청남도 서산시 인지면 차리 41,충청남도 서산시 인지면 차동길 140,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2023-11-15,36.7768321,126.4005489,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8191046,Chadong Elementary School,초등학교,충청남도,충청남도서산교육지원청,공립,32012.0,충청남도 서산시 인지면 차동길 140,(인지면),041-663-1080,http://chadong.cnees.kr,남여공학,041-664-6906,  ,N,해당없음,,전기,주간,19560328,19560328,20230615,타지역메뉴정보없음
B000007327,풍각초등학교,초등학교,1922-05-20,공립,본교,운영,경상북도 청도군 풍각면 봉기리 701,경상북도 청도군 풍각면 송서10길 22,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2023-11-15,35.64348049,128.6159422,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8911036,Punggak Elementary School,초등학교,경상북도,경상북도청도교육지원청,공립,38308.0,경상북도 청도군 풍각면 송서10길 22,(풍각면/풍각초등학교),054-372-2086,http://school.gyo6.net/pk,남여공학,054-372-5397,  ,N,일반계,,전기,주간,19220520,19220520,20230615,타지역메뉴정보없음
B000008190,여의도중학교,중학교,1973-03-03,공립,본교,운영,서울특별시 영등포구 여의도동 40-1,서울특별시 영등포구 국제금융로7길 46,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.5239802,126.9357531,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7041186,Yeouido Middle School,중학교,서울특별시,서울특별시남부교육지원청,공립,7341.0,서울특별시 영등포구 국제금융로7길 46,/ 여의도중학교 (여의도동),02-2199-9500,http://yeouido.sen.ms.kr,남여공학,02-786-7597,,N,일반계,,전기,주간,19721231,19730603,20230615,타지역메뉴정보없음
B000003817,오정초등학교,초등학교,1932-04-06,공립,본교,운영,경기도 부천시 오정구 원종동 247,경기도 부천시 오정구 소사로794번길 48,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2024-03-11,37.52717104,126.8075305,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7581091,Ojeong Elementary School,초등학교,경기도,경기도부천교육지원청,공립,14419.0,경기도 부천시 소사로794번길 48,(원종동/ 오정초등학교),070-7099-9703,http://ojeong.es.kr,남여공학,032-672-3006,,N,일반계,,전기,주간,19310906,19320406,20230615,타지역메뉴정보없음
B000006780,영광중앙초등학교,초등학교,1964-03-10,공립,본교,운영,전라남도 영광군 영광읍 백학리 253,전라남도 영광군 영광읍 천년로13길 57-9,8490000,전라남도교육청,8681000,전라남도영광교육지원청,2013-11-29,2023-11-15,35.27974887,126.5051262,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8681017,Yeonggwang Jungang Elementary School,초등학교,전라남도,전라남도영광교육지원청,공립,57036.0,전라남도 영광군 영광읍 천년로13길 57-9,/ 영광중앙초등학교 (영광읍),061-353-2892,,남여공학,061-353-2694,  ,N,일반계,,전기,주간,19640310,19640310,20230615,타지역메뉴정보없음
B000011892,전주예술고등학교,고등학교,1995-03-01,사립,본교,운영,전북특별자치도 완주군 구이면 항가리 499-3,전북특별자치도 완주군 구이면 신전길 120,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2023-11-15,35.72023332,127.1087873,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8321174,Jeonju Fine Arts High School,고등학교,전북특별자치도,전북특별자치도교육청,사립,55362.0,전북특별자치도 완주군 구이면 신전길 120,"(구이면, 전주예술중고등학교)",063-222-2172,http://www.fineart.hs.kr,남여공학,063-222-2331,특목고,N,일반계,예술계열,전기,주간,19920610,19920909,20230623,타지역메뉴정보없음
B000007693,주석초등학교,초등학교,2002-09-01,공립,본교,운영,경상남도 김해시 부곡동 805-5,경상남도 김해시 월산로 81-36,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2023-11-15,35.20266992,128.8024569,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9091052,Juseok Elementary School,초등학교,경상남도,김해교육지원청,공립,50977.0,경상남도 김해시 월산로 81-36,(부곡동),055-313-1671,http://juseok-p.gne.go.kr,남여공학,055-313-1673,  ,N,해당없음,,전기,주간,20020901,20020901,20230615,타지역메뉴정보없음
B000007054,안동송현초등학교,초등학교,1943-06-21,공립,본교,운영,경상북도 안동시 송현동 371-5,경상북도 안동시 경동로 313,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2023-11-15,36.57341204,128.6958373,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8791061,Andong Songhyeon Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36632.0,경상북도 안동시 경동로 313,(송현동),054-858-2573,http://school.gyo6.net/andongsonghyun/,남여공학,054-855-6232,  ,N,일반계,,전기,주간,19430528,19430528,20230615,타지역메뉴정보없음
B000008215,수락중학교,중학교,2002-03-01,공립,본교,운영,서울특별시 노원구 상계동 1254,서울특별시 노원구 동일로 1729,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.68314469,127.0548083,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7051191,Surak Middle School,중학교,서울특별시,서울특별시북부교육지원청,공립,1602.0,서울특별시 노원구 동일로 1729,/ 수락중학교 (상계동),02-2092-1900,http://www.surak.ms.kr,남여공학,02-3392-2074,,N,일반계,,전기,주간,20020301,20020504,20230615,타지역메뉴정보없음
B000005823,마동초등학교,초등학교,1929-04-01,공립,본교,운영,충청남도 서천군 마서면 송내리 419-1,충청남도 서천군 마서면 원송로 229,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2013-11-29,2023-11-15,36.02493256,126.7144149,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8241015,Madong Elementary School,초등학교,충청남도,충청남도서천교육지원청,공립,33657.0,충청남도 서천군 마서면 원송로 229,(마서면/마동초등학교),041-956-1330,http://madong.cnees.kr,남여공학,041-956-7583,  ,N,해당없음,,전기,주간,19290401,19290401,20230615,타지역메뉴정보없음
B000003827,복사초등학교,초등학교,1989-09-01,공립,본교,운영,경기도 부천시 소사구 소사본동 405,경기도 부천시 소사구 소사로 96,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2024-03-11,37.46711674,126.7991642,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7581050,poksa elementary school,초등학교,경기도,경기도부천교육지원청,공립,14774.0,경기도 부천시 소사로 96,(소사본동/ 복사초등학교),032-346-8121,https://boksa-e.goebc.kr,남여공학,032-346-8122,  ,N,일반계,,전기,주간,19890901,19890901,20230615,타지역메뉴정보없음
B000003749,청솔초등학교,초등학교,1994-05-01,공립,본교,운영,경기도 성남시 분당구 금곡동 131,경기도 성남시 분당구 금곡로 243,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2023-11-15,37.35465808,127.1141001,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7551096,Cheongsol Elementary School,초등학교,경기도,경기도성남교육지원청,공립,13617.0,경기도 성남시 분당구 금곡로 243,/ 청솔초등학교(금곡동/ 청솔초등학교) (금곡동),031-713-0742,https://chungsol-e.goesn.kr/,남여공학,031-713-0745,  ,N,일반계,,전기,주간,19940228,19940228,20230615,타지역메뉴정보없음
B000013088,순천강남여자고등학교,고등학교,1984-03-07,사립,본교,운영,전라남도 순천시 조례동 561-4,전라남도 순천시 조례1길 43,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2023-11-15,34.96313964,127.5242459,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8490091,Suncheon Gangnam Girls High School,고등학교,전라남도,전라남도교육청,사립,57947.0,전라남도 순천시 조례1길 43,(조례동/순천강남여자고등학교),061-721-2104,http://gangnam.hs.jne.kr,여,061-721-2100,일반고,N,일반계,,전기,주간,19831230,19830422,20230615,타지역메뉴정보없음
B000006323,동계초등학교,초등학교,1920-12-01,공립,본교,운영,전북특별자치도 순창군 동계면 현포리 568,전북특별자치도 순창군 동계면 동계로 35,8321000,전북특별자치도교육청,8442000,전북특별자치도순창교육지원청,2013-11-29,2023-11-15,35.44079904,127.2400533,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8442025,Dong-gye Elementary School,초등학교,전북특별자치도,전북특별자치도순창교육지원청,공립,56029.0,전북특별자치도 순창군 동계면 동계로 35,동계초등학교,063-652-4043,www.dongye.es.kr,남여공학,063-653-5370,  ,N,해당없음,,전기,주간,19201201,19201201,20230615,타지역메뉴정보없음
B000011004,사파중학교,중학교,1993-03-29,공립,본교,운영,경상남도 창원시 성산구 사파동 94-1,경상남도 창원시 성산구 신사로 155,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2023-11-15,35.21896417,128.7005664,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9022143,,중학교,경상남도,창원교육청(폐지),공립,51448.0,경상남도 창원시 성산구 신사로 155,(사파동),055-266-8447,sapa-m.gne.go.kr,남여공학,055-287-6917,  ,N,해당없음,,전기,주간,19930329,19940301,20230615,타지역메뉴정보없음
B000011191,미조중학교,중학교,1967-03-01,공립,본교,운영,경상남도 남해군 미조면 미조리 400,경상남도 남해군 미조면 미송로2번길 73-8,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2013-11-29,2023-11-15,34.71635241,128.0393878,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9171024,,중학교,경상남도,남해교육지원청,공립,52442.0,경상남도 남해군 미조면 미송로2번길 73-8,(미조면),055-867-6509,http://mijo-m.gne.go.kr,남여공학,055-867-7404,  ,N,해당없음,,전기,주간,19540531,19540531,20230615,타지역메뉴정보없음
B000012087,영동일고등학교,고등학교,1978-03-06,사립,본교,운영,서울특별시 송파구 잠실동 35-1,서울특별시 송파구 석촌호수로 93,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.51003447,127.089867,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7010712,Youngdongil High School,고등학교,서울특별시,서울특별시교육청,사립,5555.0,서울특별시 송파구 석촌호수로 93,/ 영동일고등학교 (잠실동),02-430-6822,http://www.ydi.hs.kr,남여공학,02-430-3595,일반고,N,일반계,,후기,주간,19771230,19780324,20230615,타지역메뉴정보없음
B000007704,대동초등학교,초등학교,1924-04-28,공립,본교,운영,경상남도 김해시 대동면 초정리 173,경상남도 김해시 대동면 대동로 613,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2023-11-15,35.24347296,128.9802738,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9091026,,초등학교,경상남도,김해교육지원청,공립,50809.0,경상남도 김해시 대동면 대동로 613,(대동면/ 대동초등학교),055-335-6006,daedong-p.gne.go.kr,남여공학,055-335-6605,  ,N,해당없음,,전기,주간,19240428,19240331,20230615,타지역메뉴정보없음
